laureate_id,laureate_name,gender,award_year,category,motivation_en,affiliation_name,affiliation_city,affiliation_country,affiliation_type,count
479,Alfred Hermann Fried,male,1911,Peace,"for his effort to expose and fight what he considers to be the main cause of war, namely, the anarchy in international relations",,,,unknown,1
480,Elihu Root,male,1912,Peace,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,,,,unknown,1
481,Henri La Fontaine,male,1913,Peace,for his unparalleled contribution to the organization of peaceful internationalism,,,,unknown,1
482,,,1917,Peace,for the efforts to take care of wounded soldiers and prisoners of war and their families,,,,unknown,1
482,,,1944,Peace,for the great work it has performed during the war on behalf of humanity,,,,unknown,1
482,,,1963,Peace,for promoting the principles of the Geneva Convention and cooperation with the UN,,,,unknown,1
483,Thomas Woodrow Wilson,male,1919,Peace,for his role as founder of the League of Nations,,,,unknown,1
484,Léon Victor Auguste Bourgeois,male,1920,Peace,for his longstanding contribution to the cause of peace and justice and his prominent role in the establishment of the League of Nations,,,,unknown,1
485,Karl Hjalmar Branting,male,1921,Peace,for their lifelong contributions to the cause of peace and organized internationalism,,,,unknown,1
486,Christian Lous Lange,male,1921,Peace,for their lifelong contributions to the cause of peace and organized internationalism,,,,unknown,1
487,Fridtjof Nansen,male,1922,Peace,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",,,,unknown,1
488,Sir Austen Chamberlain,male,1925,Peace,for his crucial role in bringing about the Locarno Treaty,,,,unknown,1
489,Charles Gates Dawes,male,1925,Peace,for his crucial role in bringing about the Dawes Plan,,,,unknown,1
490,Aristide Briand,male,1926,Peace,for their crucial role in bringing about the Locarno Treaty,,,,unknown,1
491,Gustav Stresemann,male,1926,Peace,for their crucial role in bringing about the Locarno Treaty,,,,unknown,1
492,Ferdinand Buisson,male,1927,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,,,,unknown,1
493,Ludwig Quidde,male,1927,Peace,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,,,,unknown,1
494,Frank Billings Kellogg,male,1929,Peace,for his crucial role in bringing about the Briand-Kellogg Pact,,,,unknown,1
495,Lars Olof Jonathan (Nathan) Söderblom,male,1930,Peace,for promoting Christian unity and helping create 'that new attitude of mind which is necessary if peace between nations is to become reality',,,,unknown,1
496,Jane Addams,female,1931,Peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,,,,unknown,1
497,Nicholas Murray Butler,male,1931,Peace,for their assiduous effort to revive the ideal of peace and to rekindle the spirit of peace in their own nation and in the whole of mankind,Columbia University,"New York, NY",United States,university,1
498,Sir Norman Angell (Ralph Lane),male,1933,Peace,for having exposed by his pen the illusion of war and presented a convincing plea for international cooperation and peace,,,,unknown,1
499,Arthur Henderson,male,1934,Peace,for his untiring struggle and his courageous efforts as Chairman of the League of Nations Disarmament Conference 1931-34,,,,unknown,1
500,Carl von Ossietzky,male,1935,Peace,for his burning love for freedom of thought and expression and his valuable contribution to the cause of peace,,,,unknown,1
501,Carlos Saavedra Lamas,male,1936,Peace,"for his role as father of the Argentine Antiwar Pact of 1933, which he also used as a means to mediate peace between Paraguay and Bolivia in 1935",,,,unknown,1
502,"Edgar Algernon Robert Gascoyne-Cecil, 1st Viscount Cecil of Chelwood",male,1937,Peace,"for his tireless effort in support of the League of Nations, disarmament and peace",,,,unknown,1
503,,,1938,Peace,for having carried on the work of Fridtjof Nansen to the benefit of refugees across Europe,,,,unknown,1
505,Cordell Hull,male,1945,Peace,for his indefatigable work for international understanding and his pivotal role in establishing the United Nations,,,,unknown,1
506,Emily Greene Balch,female,1946,Peace,for her lifelong work for the cause of peace,,,,unknown,1
507,John Raleigh Mott,male,1946,Peace,for his contribution to the creation of a peace-promoting religious brotherhood across national boundaries,,,,unknown,1
508,,,1947,Peace,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",,,,unknown,1
509,,,1947,Peace,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",,,,unknown,1
510,"John Boyd Orr, Baron Boyd-Orr of Brechin Mearn",male,1949,Peace,"for his lifelong effort to conquer hunger and want, thereby helping to remove a major cause of military conflict and war",,,,unknown,1
511,Ralph Bunche,male,1950,Peace,for his work as mediator in Palestine in 1948-1949,Harvard University,"Cambridge, MA",United States,university,1
512,Léon Jouhaux,male,1951,Peace,for having devoted his life to the fight against war through the promotion of social justice and brotherhood among men and nations,,,,unknown,1
513,Albert Schweitzer,male,1952,Peace,"for his altruism, reverence for life, and tireless humanitarian work which has helped making the idea of brotherhood between men and nations a living one",,,,unknown,1
514,George Catlett Marshall,male,1953,Peace,for proposing and supervising the plan for the economic recovery of Europe,,,,unknown,1
515,,,1954,Peace,for its efforts to heal the wounds of war by providing help and protection to refugees all over the world,,,,unknown,1
515,,,1981,Peace,for promoting the fundamental rights of refugees,,,,unknown,1
516,Lester Bowles Pearson,male,1957,Peace,for his crucial contribution to the deployment of a United Nations Emergency Force in the wake of the Suez Crisis,,,,unknown,1
517,Georges Pire,male,1958,Peace,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,,,,unknown,1
518,Philip J. Noel-Baker,male,1959,Peace,for his longstanding contribution to the cause of disarmament and peace,,,,unknown,1
519,Albert John Lutuli,male,1960,Peace,for his non-violent struggle against apartheid,,,,unknown,1
520,Dag Hjalmar Agne Carl Hammarskjöld,male,1961,Peace,"for developing the UN into an effective and constructive international organization, capable of giving life to the principles and aims expressed in the UN Charter",,,,unknown,1
523,,,1963,Peace,for promoting the principles of the Geneva Convention and cooperation with the UN,,,,unknown,1
524,Martin Luther King Jr.,male,1964,Peace,for his non-violent struggle for civil rights for the Afro-American population,,,,unknown,1
525,,,1965,Peace,for its effort to enhance solidarity between nations and reduce the difference between rich and poor states,,,,unknown,1
526,René Cassin,male,1968,Peace,for his struggle to ensure the rights of man as stipulated in the UN Declaration,,,,unknown,1
527,,,1969,Peace,for creating international legislation insuring certain norms for working conditions in every country,,,,unknown,1
528,Norman Ernest Borlaug,male,1970,Peace,for having given a well-founded hope - the green revolution,,,,unknown,1
529,Willy Brandt,male,1971,Peace,for paving the way for a meaningful dialogue between East and West,,,,unknown,1
530,Henry Alfred Kissinger,male,1973,Peace,for jointly having negotiated a cease fire in Vietnam in 1973,,,,unknown,1
531,Le Duc Tho ,male,1973,Peace,for jointly having negotiated a cease fire in Vietnam in 1973,,,,unknown,1
532,Seán MacBride,male,1974,Peace,for his efforts to secure and develop human rights throughout the world,,,,unknown,1
533,Eisaku Satō,male,1974,Peace,for his contribution to stabilize conditions in the Pacific rim area and for signing the Nuclear Non-Proliferation Treaty,,,,unknown,1
534,Andrei Dmitrievich Sakharov,male,1975,Peace,"for his struggle for human rights in the Soviet Union, for disarmament and cooperation between all nations",,,,unknown,1
535,Elizabeth Williams,female,1976,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,,,,unknown,1
536,Mairead Corrigan,female,1976,Peace,for the courageous efforts in founding a movement to put an end to the violent conflict in Northern Ireland,,,,unknown,1
537,,,1977,Peace,for worldwide respect for human rights,,,,unknown,1
538,Mohamed Anwar al-Sadat,male,1978,Peace,for jointly having negotiated peace between Egypt and Israel in 1978,,,,unknown,1
539,Menachem Begin,male,1978,Peace,for jointly having negotiated peace between Egypt and Israel in 1978,,,,unknown,1
540,Mother Teresa,female,1979,Peace,for her work for bringing help to suffering humanity,,,,unknown,1
541,Adolfo Pérez Esquivel,male,1980,Peace,"for being a source of inspiration to repressed people, especially in Latin America",,,,unknown,1
543,Alva Myrdal,female,1982,Peace,for their work for disarmament and nuclear and weapon-free zones,,,,unknown,1
544,Alfonso García Robles,male,1982,Peace,for their work for disarmament and nuclear and weapon-free zones,,,,unknown,1
545,Lech Wałęsa,male,1983,Peace,for non-violent struggle for free trade unions and human rights in Poland,,,,unknown,1
546,Desmond Mpilo Tutu,male,1984,Peace,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,,,,unknown,1
547,,,1985,Peace,for spreading authoritative information and by creating awareness of the catastrophic consequences of nuclear war,,,,unknown,1
548,Elie Wiesel,male,1986,Peace,"for being a messenger to mankind: his message is one of peace, atonement and dignity",,,,unknown,1
549,Oscar Arias Sánchez,male,1987,Peace,for his work for lasting peace in Central America,,,,unknown,1
550,,,1988,Peace,for preventing armed clashes and creating conditions for negotiations,,,,unknown,1
551,The 14th Dalai Lama (Tenzin Gyatso),male,1989,Peace,for advocating peaceful solutions based upon tolerance and mutual respect in order to preserve the historical and cultural heritage of his people,,,,unknown,1
552,Mikhail Sergeyevich Gorbachev,male,1990,Peace,for the leading role he played in the radical changes in East-West relations,,,,unknown,1
553,Aung San Suu Kyi,female,1991,Peace,for her non-violent struggle for democracy and human rights,,,,unknown,1
554,Rigoberta Menchú Tum,female,1992,Peace,for her struggle for social justice and ethno-cultural reconciliation based on respect for the rights of indigenous peoples,,,,unknown,1
555,Nelson Rolihlahla Mandela,male,1993,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",,,,unknown,1
556,Frederik Willem de Klerk,male,1993,Peace,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",,,,unknown,1
557,Yasser Arafat,male,1994,Peace,for their efforts to create peace in the Middle East,,,,unknown,1
558,Shimon Peres,male,1994,Peace,for their efforts to create peace in the Middle East,,,,unknown,1
559,Yitzhak Rabin,male,1994,Peace,for their efforts to create peace in the Middle East,,,,unknown,1
560,Joseph Rotblat,male,1995,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",,,,unknown,1
561,,,1995,Peace,"for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms",,,,unknown,1
562,Carlos Filipe Ximenes Belo,male,1996,Peace,for their work towards a just and peaceful solution to the conflict in East Timor,,,,unknown,1
563,José Ramos-Horta,male,1996,Peace,for their work towards a just and peaceful solution to the conflict in East Timor,,,,unknown,1
564,,,1997,Peace,for their work for the banning and clearing of anti-personnel mines,,,,unknown,1
565,Jody Williams,female,1997,Peace,for their work for the banning and clearing of anti-personnel mines,,,,unknown,1
566,John Hume,male,1998,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,,,,unknown,1
567,David Trimble,male,1998,Peace,for their efforts to find a peaceful solution to the conflict in Northern Ireland,,,,unknown,1
568,,,1999,Peace,in recognition of the organisation's pioneering humanitarian work on several continents,,,,unknown,1
569,Sully Prudhomme,male,1901,Literature,"in special recognition of his poetic composition, which gives evidence of lofty idealism, artistic perfection and a rare combination of the qualities of both heart and intellect",,,,unknown,1
571,Christian Matthias Theodor Mommsen,male,1902,Literature,"the greatest living master of the art of historical writing, with special reference to his monumental work, <I>A history of Rome</I>",,,,unknown,1
572,Bjørnstjerne Martinus Bjørnson,male,1903,Literature,"as a tribute to his noble, magnificent and versatile poetry, which has always been distinguished by both the freshness of its inspiration and the rare purity of its spirit",,,,unknown,1
573,Frédéric Mistral,male,1904,Literature,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",,,,unknown,1
574,José Echegaray y Eizaguirre,male,1904,Literature,"in recognition of the numerous and brilliant compositions which, in an individual and original manner, have revived the great traditions of the Spanish drama",,,,unknown,1
575,Henryk Sienkiewicz,male,1905,Literature,because of his outstanding merits as an epic writer,,,,unknown,1
576,Giosuè Carducci,male,1906,Literature,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",,,,unknown,1
577,Rudyard Kipling,male,1907,Literature,"in consideration of the power of observation, originality of imagination, virility of ideas and remarkable talent for narration which characterize the creations of this world-famous author",,,,unknown,1
578,Rudolf Christoph Eucken,male,1908,Literature,"in recognition of his earnest search for truth, his penetrating power of thought, his wide range of vision, and the warmth and strength in presentation with which in his numerous works he has vindicated and developed an idealistic philosophy of life",,,,unknown,1
579,Selma Ottilia Lovisa Lagerlöf,female,1909,Literature,"in appreciation of the lofty idealism, vivid imagination and spiritual perception that characterize her writings",,,,unknown,1
580,Paul Johann Ludwig Heyse,male,1910,Literature,"as a tribute to the consummate artistry, permeated with idealism, which he has demonstrated during his long productive career as a lyric poet, dramatist, novelist and writer of world-renowned short stories",,,,unknown,1
581,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,male,1911,Literature,"in appreciation of his many-sided literary activities, and especially of his dramatic works, which are distinguished by a wealth of imagination and by a poetic fancy, which reveals, sometimes in the guise of a fairy tale, a deep inspiration, while in a mysterious way they appeal to the readers' own feelings and stimulate their imaginations",,,,unknown,1
582,Gerhart Johann Robert Hauptmann,male,1912,Literature,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",,,,unknown,1
583,Rabindranath Tagore,male,1913,Literature,"because of his profoundly sensitive, fresh and beautiful verse, by which, with consummate skill, he has made his poetic thought, expressed in his own English words, a part of the literature of the West",,,,unknown,1
584,Romain Rolland,male,1915,Literature,as a tribute to the lofty idealism of his literary production and to the sympathy and love of truth with which he has described different types of human beings,,,,unknown,1
585,Carl Gustaf Verner von Heidenstam,male,1916,Literature,in recognition of his significance as the leading representative of a new era in our literature,,,,unknown,1
586,Karl Adolph Gjellerup,male,1917,Literature,"for his varied and rich poetry, which is inspired by lofty ideals",,,,unknown,1
587,Henrik Pontoppidan,male,1917,Literature,for his authentic descriptions of present-day life in Denmark,,,,unknown,1
588,Carl Friedrich Georg Spitteler,male,1919,Literature,"in special appreciation of his epic, <I>Olympian Spring</I>",,,,unknown,1
589,Knut Pedersen Hamsun,male,1920,Literature,"for his monumental work, <I>Growth of the Soil</I>",,,,unknown,1
590,Anatole France,male,1921,Literature,"in recognition of his brilliant literary achievements, characterized as they are by a nobility of style, a profound human sympathy, grace, and a true Gallic temperament",,,,unknown,1
592,Jacinto Benavente,male,1922,Literature,for the happy manner in which he has continued the illustrious traditions of the Spanish drama,,,,unknown,1
593,William Butler Yeats,male,1923,Literature,"for his always inspired poetry, which in a highly artistic form gives expression to the spirit of a whole nation",,,,unknown,1
594,Władysław Stanisław Reymont,male,1924,Literature,"for his great national epic, <I>The Peasants</I>",,,,unknown,1
596,George Bernard Shaw,male,1925,Literature,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",,,,unknown,1
597,Grazia Deledda,female,1926,Literature,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,,,,unknown,1
600,Henri Bergson,male,1927,Literature,in recognition of his rich and vitalizing ideas and the brilliant skill with which they have been presented,,,,unknown,1
601,Sigrid Undset,female,1928,Literature,principally for her powerful descriptions of Northern life during the Middle Ages,,,,unknown,1
602,Thomas Mann,male,1929,Literature,"principally for his great novel, <I>Buddenbrooks</I>, which has won steadily increased recognition as one of the classic works of contemporary literature",,,,unknown,1
603,Sinclair Lewis,male,1930,Literature,"for his vigorous and graphic art of description and his ability to create, with wit and humour, new types of characters",,,,unknown,1
604,Erik Axel Karlfeldt,male,1931,Literature,The poetry of Erik Axel Karlfeldt,,,,unknown,1
605,John Galsworthy,male,1932,Literature,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,,,,unknown,1
606,Ivan Alekseyevich Bunin,male,1933,Literature,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,,,,unknown,1
607,Luigi Pirandello,male,1934,Literature,for his bold and ingenious revival of dramatic and scenic art,,,,unknown,1
608,Eugene Gladstone O'Neill,male,1936,Literature,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",,,,unknown,1
609,Roger Martin du Gard,male,1937,Literature,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,,,,unknown,1
610,Pearl Buck,female,1938,Literature,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,,,,unknown,1
613,Frans Eemil Sillanpää,male,1939,Literature,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,,,,unknown,1
614,Johannes Vilhelm Jensen,male,1944,Literature,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",,,,unknown,1
615,Gabriela Mistral,female,1945,Literature,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",,,,unknown,1
617,Hermann Hesse,male,1946,Literature,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",,,,unknown,1
618,André Paul Guillaume Gide,male,1947,Literature,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",,,,unknown,1
619,Thomas Stearns Eliot,male,1948,Literature,"for his outstanding, pioneer contribution to present-day poetry",,,,unknown,1
620,William Faulkner,male,1949,Literature,for his powerful and artistically unique contribution to the modern American novel,,,,unknown,1
621,Earl (Bertrand Arthur William) Russell,male,1950,Literature,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,,,,unknown,1
622,Pär Fabian Lagerkvist,male,1951,Literature,for the artistic vigour and true independence of mind with which he endeavours in his poetry to find answers to the eternal questions confronting mankind,,,,unknown,1
623,François Mauriac,male,1952,Literature,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,,,,unknown,1
624,Sir Winston Leonard Spencer Churchill,male,1953,Literature,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,,,,unknown,1
625,Ernest Miller Hemingway,male,1954,Literature,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",,,,unknown,1
626,Halldór Kiljan Laxness,male,1955,Literature,for his vivid epic power which has renewed the great narrative art of Iceland,,,,unknown,1
627,Juan Ramón Jiménez,male,1956,Literature,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",,,,unknown,1
628,Albert Camus,male,1957,Literature,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times",,,,unknown,1
629,Boris Leonidovich Pasternak,male,1958,Literature,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,,,,unknown,1
630,Salvatore Quasimodo,male,1959,Literature,"for his lyrical poetry, which with classical fire expresses the tragic experience of life in our own times",,,,unknown,1
631,Saint-John Perse,male,1960,Literature,for the soaring flight and the evocative imagery of his poetry which in a visionary fashion reflects the conditions of our time,,,,unknown,1
633,Ivo Andrić,male,1961,Literature,for the epic force with which he has traced themes and depicted human destinies drawn from the history of his country,,,,unknown,1
634,John Steinbeck,male,1962,Literature,"for his realistic and imaginative writings, combining as they do sympathetic humour and keen social perception",,,,unknown,1
635,Giorgos Seferis,male,1963,Literature,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",,,,unknown,1
637,Jean-Paul Sartre,male,1964,Literature,"for his work which, rich in ideas and filled with the spirit of freedom and the quest for truth, has exerted a far-reaching influence on our age",,,,unknown,1
638,Mikhail Aleksandrovich Sholokhov,male,1965,Literature,"for the artistic power and integrity with which, in his epic of the Don, he has given expression to a historic phase in the life of the Russian people",,,,unknown,1
639,Shmuel Yosef Agnon,male,1966,Literature,for his profoundly characteristic narrative art with motifs from the life of the Jewish people,,,,unknown,1
640,Nelly Sachs,female,1966,Literature,"for her outstanding lyrical and dramatic writing, which interprets Israel's destiny with touching strength",,,,unknown,1
641,Miguel Angel Asturias,male,1967,Literature,"for his vivid literary achievement, deep-rooted in the national traits and traditions of Indian peoples of Latin America",,,,unknown,1
642,Yasunari Kawabata,male,1968,Literature,"for his narrative mastery, which with great sensibility expresses the essence of the Japanese mind",,,,unknown,1
643,Samuel Beckett,male,1969,Literature,"for his writing, which - in new forms for the novel and drama - in the destitution of modern man acquires its elevation",,,,unknown,1
644,Aleksandr Isayevich Solzhenitsyn,male,1970,Literature,for the ethical force with which he has pursued the indispensable traditions of Russian literature,,,,unknown,1
645,Pablo Neruda,male,1971,Literature,for a poetry that with the action of an elemental force brings alive a continent's destiny and dreams,,,,unknown,1
647,Heinrich Böll,male,1972,Literature,for his writing which through its combination of a broad perspective on his time and a sensitive skill in characterization has contributed to a renewal of German literature,,,,unknown,1
648,Patrick White,male,1973,Literature,for an epic and psychological narrative art which has introduced a new continent into literature,,,,unknown,1
649,Eyvind Johnson,male,1974,Literature,"for a narrative art, far-seeing in lands and ages, in the service of freedom",,,,unknown,1
650,Harry Martinson,male,1974,Literature,for writings that catch the dewdrop and reflect the cosmos,,,,unknown,1
651,Eugenio Montale,male,1975,Literature,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",,,,unknown,1
652,Saul Bellow,male,1976,Literature,for the human understanding and subtle analysis of contemporary culture that are combined in his work,,,,unknown,1
653,Vicente Aleixandre,male,1977,Literature,"for a creative poetic writing which illuminates man's condition in the cosmos and in present-day society, at the same time representing the great renewal of the traditions of Spanish poetry between the wars",,,,unknown,1
654,Isaac Bashevis Singer,male,1978,Literature,"for his impassioned narrative art which, with roots in a Polish-Jewish cultural tradition, brings universal human conditions to life",,,,unknown,1
655,Odysseus Elytis,male,1979,Literature,"for his poetry, which, against the background of Greek tradition, depicts with sensuous strength and intellectual clear-sightedness modern man's struggle for freedom and creativeness",,,,unknown,1
657,Czesław Miłosz,male,1980,Literature,who with uncompromising clear-sightedness voices man's exposed condition in a world of severe conflicts,,,,unknown,1
658,Elias Canetti,male,1981,Literature,"for writings marked by a broad outlook, a wealth of ideas and artistic power",,,,unknown,1
659,Gabriel García Márquez,male,1982,Literature,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",,,,unknown,1
660,William Golding,male,1983,Literature,"for his novels which, with the perspicuity of realistic narrative art and the diversity and universality of myth, illuminate the human condition in the world of today",,,,unknown,1
661,Jaroslav Seifert,male,1984,Literature,"for his poetry which endowed with freshness, sensuality and rich inventiveness provides a liberating image of the indomitable spirit and versatility of man",,,,unknown,1
662,Claude Simon,male,1985,Literature,who in his novel combines the poet's and the painter's creativeness with a deepened awareness of time in the depiction of the human condition,,,,unknown,1
663,Wole Soyinka,male,1986,Literature,who in a wide cultural perspective and with poetic overtones fashions the drama of existence,,,,unknown,1
664,Joseph Brodsky,male,1987,Literature,"for an all-embracing authorship, imbued with clarity of thought and poetic intensity",,,,unknown,1
665,Naguib Mahfouz,male,1988,Literature,"who, through works rich in nuance - now clear-sightedly realistic, now evocatively ambiguous - has formed an Arabian narrative art that applies to all mankind",,,,unknown,1
666,Camilo José Cela,male,1989,Literature,"for a rich and intensive prose, which with restrained compassion forms a challenging vision of man's vulnerability",,,,unknown,1
667,Octavio Paz,male,1990,Literature,"for impassioned writing with wide horizons, characterized by sensuous intelligence and humanistic integrity",,,,unknown,1
668,Nadine Gordimer,female,1991,Literature,who through her magnificent epic writing has - in the words of Alfred Nobel - been of very great benefit to humanity,,,,unknown,1
669,Derek Walcott,male,1992,Literature,"for a poetic oeuvre of great luminosity, sustained by a historical vision, the outcome of a multicultural commitment",,,,unknown,1
670,Toni Morrison,female,1993,Literature,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",,,,unknown,1
671,Kenzaburo Oe,male,1994,Literature,"who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today",,,,unknown,1
672,Seamus Heaney,male,1995,Literature,"for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past",,,,unknown,1
673,Wisława Szymborska,female,1996,Literature,for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality,,,,unknown,1
674,Dario Fo,male,1997,Literature,who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden,,,,unknown,1
675,José Saramago,male,1998,Literature,"who with parables sustained by imagination, compassion and irony continually enables us once again to apprehend an elusory reality",,,,unknown,1
676,Günter Grass,male,1999,Literature,whose frolicsome black fables portray the forgotten face of history,,,,unknown,1
677,Ragnar Frisch,male,1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes,University of Oslo,Oslo,Norway,university,1
678,Jan Tinbergen,male,1969,Economic Sciences,for having developed and applied dynamic models for the analysis of economic processes,The Netherlands School of Economics,Rotterdam,Netherlands,university,1
679,Paul A. Samuelson,male,1970,Economic Sciences,for the scientific work through which he has developed static and dynamic economic theory and actively contributed to raising the level of analysis in economic science,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
680,Simon Kuznets,male,1971,Economic Sciences,for his empirically founded interpretation of economic growth which has led to new and deepened insight into the economic and social structure and process of development,Harvard University,"Cambridge, MA",United States,university,1
681,John R. Hicks,male,1972,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory,All Souls College,Oxford,United Kingdom,university,1
682,Kenneth J. Arrow,male,1972,Economic Sciences,for their pioneering contributions to general economic equilibrium theory and welfare theory,Harvard University,"Cambridge, MA",United States,university,1
683,Wassily Wassilyevich Leontief,male,1973,Economic Sciences,for the development of the input-output method and for its application to important economic problems,Harvard University,"Cambridge, MA",United States,university,1
684,Gunnar Myrdal,male,1974,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",,,,unknown,1
685,Friedrich August von Hayek,male,1974,Economic Sciences,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",,,,unknown,1
686,Leonid Vitaliyevich Kantorovich,male,1975,Economic Sciences,for their contributions to the theory of optimum allocation of resources,Academy of Sciences,Moscow,Russia,university,1
687,Tjalling C. Koopmans,male,1975,Economic Sciences,for their contributions to the theory of optimum allocation of resources,Yale University,"New Haven, CT",United States,university,1
688,Milton Friedman,male,1976,Economic Sciences,"for his achievements in the fields of consumption analysis, monetary history and theory and for his demonstration of the complexity of stabilization policy",University of Chicago,"Chicago, IL",United States,university,1
689,Bertil Ohlin,male,1977,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements,Stockholm School of Economics,Stockholm,Sweden,university,1
690,James E. Meade,male,1977,Economic Sciences,for their pathbreaking contribution to the theory of international trade and international capital movements,University of Cambridge,Cambridge,United Kingdom,university,1
691,Herbert A. Simon,male,1978,Economic Sciences,for his pioneering research into the decision-making process within economic organizations,Carnegie Mellon University,"Pittsburgh, PA",United States,university,1
692,Theodore W. Schultz,male,1979,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries,University of Chicago,"Chicago, IL",United States,university,1
693,Sir Arthur Lewis,male,1979,Economic Sciences,for their pioneering research into economic development research with particular consideration of the problems of developing countries,Princeton University,"Princeton, NJ",United States,university,1
694,Lawrence R. Klein,male,1980,Economic Sciences,for the creation of econometric models and the application to the analysis of economic fluctuations and economic policies,University of Pennsylvania,"Philadelphia, PA",United States,university,1
695,James Tobin,male,1981,Economic Sciences,"for his analysis of financial markets and their relations to expenditure decisions, employment, production and prices",Yale University,"New Haven, CT",United States,university,1
696,George J. Stigler,male,1982,Economic Sciences,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",University of Chicago,"Chicago, IL",United States,university,1
697,Gerard Debreu,male,1983,Economic Sciences,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,University of California,"Berkeley, CA",United States,university,1
698,Richard Stone,male,1984,Economic Sciences,for having made fundamental contributions to the development of systems of national accounts and hence greatly improved the basis for empirical economic analysis,University of Cambridge,Cambridge,United Kingdom,university,1
699,Franco Modigliani,male,1985,Economic Sciences,for his pioneering analyses of saving and of financial markets,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States,university,1
